model_name,family,layer_idx,entity_score,overwrite_pct,failure_pct,n
meta-llama/Llama-3.2-3B,symbol,24,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Llama-3.2-3B,symbol,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,capital,0,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,capital,2,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,capital,4,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,6,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,8,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,10,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,capital,12,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,capital,14,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,capital,16,0.0,0.25,0.75,16
meta-llama/Meta-Llama-3-8B,capital,18,0.3125,0.625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,20,0.625,0.3125,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,22,0.625,0.3125,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,24,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,26,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,28,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,capital,30,0.875,0.0625,0.0625,16
meta-llama/Meta-Llama-3-8B,comparative,0,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,2,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,4,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,6,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,8,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,10,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,12,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,14,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,comparative,16,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,18,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,comparative,20,0.8333333333333334,0.0,0.16666666666666666,6
meta-llama/Meta-Llama-3-8B,comparative,22,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,24,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,28,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,comparative,30,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,language,0,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,2,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,4,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,6,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,8,0.0,0.0,1.0,16
meta-llama/Meta-Llama-3-8B,language,10,0.0,0.125,0.875,16
meta-llama/Meta-Llama-3-8B,language,12,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,14,0.0,0.0625,0.9375,16
meta-llama/Meta-Llama-3-8B,language,16,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,18,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,20,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,22,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,24,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,26,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,28,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,language,30,0.875,0.0,0.125,16
meta-llama/Meta-Llama-3-8B,opposite,0,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,2,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,4,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,6,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,8,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,10,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,12,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,14,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,opposite,16,0.3333333333333333,0.0,0.6666666666666666,6
meta-llama/Meta-Llama-3-8B,opposite,18,0.6666666666666666,0.3333333333333333,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,20,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,22,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,24,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,28,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,opposite,30,0.8333333333333334,0.16666666666666666,0.0,6
meta-llama/Meta-Llama-3-8B,past_tense,0,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,2,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,4,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,6,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,8,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,10,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,12,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,14,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,16,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,18,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,20,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,past_tense,22,0.9,0.0,0.1,10
meta-llama/Meta-Llama-3-8B,past_tense,24,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,26,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,28,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,past_tense,30,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,plural,0,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,2,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,4,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,6,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,8,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,10,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,12,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,14,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,16,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,18,0.0,0.0,1.0,13
meta-llama/Meta-Llama-3-8B,plural,20,0.38461538461538464,0.07692307692307693,0.5384615384615384,13
meta-llama/Meta-Llama-3-8B,plural,22,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,24,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,26,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,28,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,plural,30,1.0,0.0,0.0,13
meta-llama/Meta-Llama-3-8B,present_participle,0,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,2,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,4,0.0,0.1,0.9,10
meta-llama/Meta-Llama-3-8B,present_participle,6,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,8,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,10,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,12,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,14,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,16,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,18,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,20,0.0,0.0,1.0,10
meta-llama/Meta-Llama-3-8B,present_participle,22,0.9,0.0,0.1,10
meta-llama/Meta-Llama-3-8B,present_participle,24,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,present_participle,26,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,present_participle,28,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,present_participle,30,1.0,0.0,0.0,10
meta-llama/Meta-Llama-3-8B,symbol,0,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,2,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,4,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,symbol,6,0.0,0.16666666666666666,0.8333333333333334,6
meta-llama/Meta-Llama-3-8B,symbol,8,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,10,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,12,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,14,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,16,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,18,0.0,0.0,1.0,6
meta-llama/Meta-Llama-3-8B,symbol,20,0.5,0.16666666666666666,0.3333333333333333,6
meta-llama/Meta-Llama-3-8B,symbol,22,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,symbol,24,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,symbol,26,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,symbol,28,1.0,0.0,0.0,6
meta-llama/Meta-Llama-3-8B,symbol,30,1.0,0.0,0.0,6
microsoft/phi-2,capital,0,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,2,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,4,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,6,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,8,0.0,0.125,0.875,16
microsoft/phi-2,capital,10,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,12,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,14,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,16,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,18,0.0,0.0625,0.9375,16
microsoft/phi-2,capital,20,0.0625,0.0625,0.875,16
microsoft/phi-2,capital,22,0.375,0.0,0.625,16
microsoft/phi-2,capital,24,0.875,0.0625,0.0625,16
microsoft/phi-2,capital,26,0.875,0.0625,0.0625,16
microsoft/phi-2,capital,28,0.875,0.0625,0.0625,16
microsoft/phi-2,capital,30,0.875,0.0625,0.0625,16
microsoft/phi-2,comparative,0,0.0,0.0,1.0,6
microsoft/phi-2,comparative,2,0.0,0.0,1.0,6
microsoft/phi-2,comparative,4,0.0,0.0,1.0,6
microsoft/phi-2,comparative,6,0.0,0.0,1.0,6
microsoft/phi-2,comparative,8,0.0,0.0,1.0,6
microsoft/phi-2,comparative,10,0.0,0.0,1.0,6
microsoft/phi-2,comparative,12,0.0,0.0,1.0,6
microsoft/phi-2,comparative,14,0.0,0.0,1.0,6
microsoft/phi-2,comparative,16,0.0,0.0,1.0,6
microsoft/phi-2,comparative,18,0.0,0.0,1.0,6
microsoft/phi-2,comparative,20,0.0,0.0,1.0,6
microsoft/phi-2,comparative,22,0.16666666666666666,0.5,0.3333333333333333,6
microsoft/phi-2,comparative,24,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,comparative,26,1.0,0.0,0.0,6
microsoft/phi-2,comparative,28,1.0,0.0,0.0,6
microsoft/phi-2,comparative,30,1.0,0.0,0.0,6
microsoft/phi-2,language,0,0.0,0.0,1.0,16
microsoft/phi-2,language,2,0.0,0.0,1.0,16
microsoft/phi-2,language,4,0.0,0.0,1.0,16
microsoft/phi-2,language,6,0.0,0.0,1.0,16
microsoft/phi-2,language,8,0.0,0.0,1.0,16
microsoft/phi-2,language,10,0.0,0.0,1.0,16
microsoft/phi-2,language,12,0.0,0.0,1.0,16
microsoft/phi-2,language,14,0.0,0.0,1.0,16
microsoft/phi-2,language,16,0.0,0.0,1.0,16
microsoft/phi-2,language,18,0.0,0.0625,0.9375,16
microsoft/phi-2,language,20,0.1875,0.0625,0.75,16
microsoft/phi-2,language,22,0.375,0.0625,0.5625,16
microsoft/phi-2,language,24,0.875,0.0,0.125,16
microsoft/phi-2,language,26,0.875,0.0,0.125,16
microsoft/phi-2,language,28,0.875,0.0,0.125,16
microsoft/phi-2,language,30,0.875,0.0,0.125,16
microsoft/phi-2,opposite,0,0.0,0.0,1.0,6
microsoft/phi-2,opposite,2,0.0,0.0,1.0,6
microsoft/phi-2,opposite,4,0.0,0.0,1.0,6
microsoft/phi-2,opposite,6,0.0,0.0,1.0,6
microsoft/phi-2,opposite,8,0.0,0.0,1.0,6
microsoft/phi-2,opposite,10,0.0,0.0,1.0,6
microsoft/phi-2,opposite,12,0.0,0.0,1.0,6
microsoft/phi-2,opposite,14,0.0,0.0,1.0,6
microsoft/phi-2,opposite,16,0.0,0.0,1.0,6
microsoft/phi-2,opposite,18,0.0,0.0,1.0,6
microsoft/phi-2,opposite,20,0.16666666666666666,0.0,0.8333333333333334,6
microsoft/phi-2,opposite,22,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,opposite,24,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,opposite,26,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,opposite,28,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,opposite,30,1.0,0.0,0.0,6
microsoft/phi-2,past_tense,0,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,2,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,4,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,6,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,8,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,10,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,12,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,14,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,16,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,18,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,20,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,22,0.0,0.0,1.0,10
microsoft/phi-2,past_tense,24,0.6,0.0,0.4,10
microsoft/phi-2,past_tense,26,0.9,0.0,0.1,10
microsoft/phi-2,past_tense,28,1.0,0.0,0.0,10
microsoft/phi-2,past_tense,30,1.0,0.0,0.0,10
microsoft/phi-2,plural,0,0.0,0.0,1.0,13
microsoft/phi-2,plural,2,0.0,0.0,1.0,13
microsoft/phi-2,plural,4,0.0,0.0,1.0,13
microsoft/phi-2,plural,6,0.0,0.0,1.0,13
microsoft/phi-2,plural,8,0.0,0.0,1.0,13
microsoft/phi-2,plural,10,0.0,0.0,1.0,13
microsoft/phi-2,plural,12,0.0,0.0,1.0,13
microsoft/phi-2,plural,14,0.0,0.0,1.0,13
microsoft/phi-2,plural,16,0.0,0.0,1.0,13
microsoft/phi-2,plural,18,0.0,0.0,1.0,13
microsoft/phi-2,plural,20,0.0,0.0,1.0,13
microsoft/phi-2,plural,22,0.07692307692307693,0.15384615384615385,0.7692307692307693,13
microsoft/phi-2,plural,24,0.5384615384615384,0.15384615384615385,0.3076923076923077,13
microsoft/phi-2,plural,26,0.8461538461538461,0.07692307692307693,0.07692307692307693,13
microsoft/phi-2,plural,28,1.0,0.0,0.0,13
microsoft/phi-2,plural,30,1.0,0.0,0.0,13
microsoft/phi-2,present_participle,0,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,2,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,4,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,6,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,8,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,10,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,12,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,14,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,16,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,18,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,20,0.0,0.0,1.0,10
microsoft/phi-2,present_participle,22,0.0,0.1,0.9,10
microsoft/phi-2,present_participle,24,0.4,0.1,0.5,10
microsoft/phi-2,present_participle,26,0.6,0.0,0.4,10
microsoft/phi-2,present_participle,28,1.0,0.0,0.0,10
microsoft/phi-2,present_participle,30,1.0,0.0,0.0,10
microsoft/phi-2,symbol,0,0.0,0.0,1.0,6
microsoft/phi-2,symbol,2,0.0,0.0,1.0,6
microsoft/phi-2,symbol,4,0.0,0.0,1.0,6
microsoft/phi-2,symbol,6,0.0,0.0,1.0,6
microsoft/phi-2,symbol,8,0.0,0.0,1.0,6
microsoft/phi-2,symbol,10,0.0,0.0,1.0,6
microsoft/phi-2,symbol,12,0.0,0.0,1.0,6
microsoft/phi-2,symbol,14,0.0,0.0,1.0,6
microsoft/phi-2,symbol,16,0.0,0.0,1.0,6
microsoft/phi-2,symbol,18,0.0,0.0,1.0,6
microsoft/phi-2,symbol,20,0.0,0.0,1.0,6
microsoft/phi-2,symbol,22,0.16666666666666666,0.0,0.8333333333333334,6
microsoft/phi-2,symbol,24,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
microsoft/phi-2,symbol,26,0.8333333333333334,0.16666666666666666,0.0,6
microsoft/phi-2,symbol,28,1.0,0.0,0.0,6
microsoft/phi-2,symbol,30,1.0,0.0,0.0,6
