model_name,family,zone,layer_idx,n,last_token_pct,subj_token_pct,subj_avg_pct
meta-llama/Llama-3.2-3B,symbol,mid,12,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,mid,14,6,0.0,1.0,1.0
meta-llama/Llama-3.2-3B,symbol,mid,16,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,0,16,0.0,0.9375,0.9375
meta-llama/Meta-Llama-3-8B,capital,early,2,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,4,16,0.0,0.9375,0.9375
meta-llama/Meta-Llama-3-8B,capital,early,6,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,8,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,early,10,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,late,22,16,0.625,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,24,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,26,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,28,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,late,30,16,0.875,0.0,0.0
meta-llama/Meta-Llama-3-8B,capital,mid,12,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,mid,14,16,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,capital,mid,16,16,0.0,0.8125,0.8125
meta-llama/Meta-Llama-3-8B,capital,mid,18,16,0.3125,0.125,0.125
meta-llama/Meta-Llama-3-8B,capital,mid,20,16,0.625,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,early,0,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,2,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,4,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,6,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,8,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,early,10,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,late,22,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,24,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,26,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,28,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,late,30,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,comparative,mid,12,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,14,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,16,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,18,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,comparative,mid,20,6,0.8333333333333334,0.16666666666666666,0.16666666666666666
meta-llama/Meta-Llama-3-8B,language,early,0,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,2,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,4,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,6,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,8,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,early,10,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,late,22,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,24,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,26,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,28,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,late,30,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,mid,12,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,mid,14,16,0.125,1.0,1.0
meta-llama/Meta-Llama-3-8B,language,mid,16,16,1.0,0.6875,0.6875
meta-llama/Meta-Llama-3-8B,language,mid,18,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,language,mid,20,16,1.0,0.125,0.125
meta-llama/Meta-Llama-3-8B,opposite,early,0,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,2,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,4,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,6,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,8,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,early,10,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,late,22,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,24,6,0.8333333333333334,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,26,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,28,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,late,30,6,0.8333333333333334,0.0,0.0
meta-llama/Meta-Llama-3-8B,opposite,mid,12,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,mid,14,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,opposite,mid,16,6,0.3333333333333333,0.5,0.5
meta-llama/Meta-Llama-3-8B,opposite,mid,18,6,0.6666666666666666,0.5,0.5
meta-llama/Meta-Llama-3-8B,opposite,mid,20,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,early,0,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,2,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,4,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,6,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,8,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,early,10,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,late,22,10,0.9,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,24,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,26,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,28,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,late,30,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,12,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,14,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,16,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,18,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,past_tense,mid,20,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,0,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,2,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,4,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,6,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,8,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,early,10,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,late,22,13,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,plural,late,24,13,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,plural,late,26,13,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,plural,late,28,13,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,plural,late,30,13,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,plural,mid,12,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,mid,14,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,mid,16,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,mid,18,13,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,plural,mid,20,13,0.38461538461538464,0.6153846153846154,0.6153846153846154
meta-llama/Meta-Llama-3-8B,present_participle,early,0,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,early,2,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,early,4,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,early,6,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,early,8,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,early,10,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,late,22,10,0.9,0.1,0.1
meta-llama/Meta-Llama-3-8B,present_participle,late,24,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle,late,26,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle,late,28,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle,late,30,10,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle,mid,12,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,mid,14,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,mid,16,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,mid,18,10,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,present_participle,mid,20,10,0.0,0.9,0.9
meta-llama/Meta-Llama-3-8B,symbol,early,0,6,0.0,0.8333333333333334,1.0
meta-llama/Meta-Llama-3-8B,symbol,early,2,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,early,4,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,early,6,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,early,8,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,early,10,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,late,22,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,symbol,late,24,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,symbol,late,26,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,symbol,late,28,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,symbol,late,30,6,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,symbol,mid,12,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,mid,14,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,mid,16,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,mid,18,6,0.0,1.0,1.0
meta-llama/Meta-Llama-3-8B,symbol,mid,20,6,0.5,0.16666666666666666,0.16666666666666666
microsoft/phi-2,capital,early,0,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,early,2,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,early,4,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,early,6,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,early,8,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,early,10,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,late,22,16,0.375,0.5625,0.5625
microsoft/phi-2,capital,late,24,16,0.875,0.0,0.0
microsoft/phi-2,capital,late,26,16,0.875,0.0,0.0
microsoft/phi-2,capital,late,28,16,0.875,0.0,0.0
microsoft/phi-2,capital,late,30,16,0.875,0.0,0.0
microsoft/phi-2,capital,mid,12,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,mid,14,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,mid,16,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,mid,18,16,0.0,0.9375,0.9375
microsoft/phi-2,capital,mid,20,16,0.0625,0.75,0.75
microsoft/phi-2,comparative,early,0,6,0.0,1.0,1.0
microsoft/phi-2,comparative,early,2,6,0.0,1.0,1.0
microsoft/phi-2,comparative,early,4,6,0.0,1.0,1.0
microsoft/phi-2,comparative,early,6,6,0.0,1.0,1.0
microsoft/phi-2,comparative,early,8,6,0.0,1.0,1.0
microsoft/phi-2,comparative,early,10,6,0.0,1.0,1.0
microsoft/phi-2,comparative,late,22,6,0.16666666666666666,0.8333333333333334,0.8333333333333334
microsoft/phi-2,comparative,late,24,6,0.8333333333333334,0.3333333333333333,0.3333333333333333
microsoft/phi-2,comparative,late,26,6,1.0,0.0,0.0
microsoft/phi-2,comparative,late,28,6,1.0,0.0,0.0
microsoft/phi-2,comparative,late,30,6,1.0,0.0,0.0
microsoft/phi-2,comparative,mid,12,6,0.0,1.0,1.0
microsoft/phi-2,comparative,mid,14,6,0.0,1.0,1.0
microsoft/phi-2,comparative,mid,16,6,0.0,1.0,1.0
microsoft/phi-2,comparative,mid,18,6,0.0,1.0,1.0
microsoft/phi-2,comparative,mid,20,6,0.0,1.0,1.0
microsoft/phi-2,language,early,0,16,0.125,1.0,1.0
microsoft/phi-2,language,early,2,16,0.125,1.0,1.0
microsoft/phi-2,language,early,4,16,0.125,1.0,1.0
microsoft/phi-2,language,early,6,16,0.125,1.0,1.0
microsoft/phi-2,language,early,8,16,0.125,1.0,1.0
microsoft/phi-2,language,early,10,16,0.125,1.0,1.0
microsoft/phi-2,language,late,22,16,0.5,0.5,0.5
microsoft/phi-2,language,late,24,16,1.0,0.125,0.125
microsoft/phi-2,language,late,26,16,1.0,0.125,0.125
microsoft/phi-2,language,late,28,16,1.0,0.125,0.125
microsoft/phi-2,language,late,30,16,1.0,0.125,0.125
microsoft/phi-2,language,mid,12,16,0.125,1.0,1.0
microsoft/phi-2,language,mid,14,16,0.125,1.0,1.0
microsoft/phi-2,language,mid,16,16,0.125,1.0,1.0
microsoft/phi-2,language,mid,18,16,0.125,1.0,1.0
microsoft/phi-2,language,mid,20,16,0.3125,0.6875,0.6875
microsoft/phi-2,opposite,early,0,6,0.0,1.0,1.0
microsoft/phi-2,opposite,early,2,6,0.0,1.0,1.0
microsoft/phi-2,opposite,early,4,6,0.0,1.0,1.0
microsoft/phi-2,opposite,early,6,6,0.0,1.0,1.0
microsoft/phi-2,opposite,early,8,6,0.0,1.0,1.0
microsoft/phi-2,opposite,early,10,6,0.0,1.0,1.0
microsoft/phi-2,opposite,late,22,6,0.8333333333333334,0.0,0.0
microsoft/phi-2,opposite,late,24,6,0.8333333333333334,0.0,0.0
microsoft/phi-2,opposite,late,26,6,0.8333333333333334,0.0,0.0
microsoft/phi-2,opposite,late,28,6,0.8333333333333334,0.0,0.0
microsoft/phi-2,opposite,late,30,6,1.0,0.0,0.0
microsoft/phi-2,opposite,mid,12,6,0.0,1.0,1.0
microsoft/phi-2,opposite,mid,14,6,0.0,1.0,1.0
microsoft/phi-2,opposite,mid,16,6,0.0,1.0,1.0
microsoft/phi-2,opposite,mid,18,6,0.0,1.0,1.0
microsoft/phi-2,opposite,mid,20,6,0.16666666666666666,0.5,0.5
microsoft/phi-2,past_tense,early,0,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,early,2,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,early,4,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,early,6,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,early,8,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,early,10,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,late,22,10,0.0,0.9,0.9
microsoft/phi-2,past_tense,late,24,10,0.6,0.4,0.4
microsoft/phi-2,past_tense,late,26,10,0.9,0.0,0.0
microsoft/phi-2,past_tense,late,28,10,1.0,0.0,0.0
microsoft/phi-2,past_tense,late,30,10,1.0,0.0,0.0
microsoft/phi-2,past_tense,mid,12,10,0.0,1.0,1.0
microsoft/phi-2,past_tense,mid,14,10,0.0,0.9,0.9
microsoft/phi-2,past_tense,mid,16,10,0.0,0.9,0.9
microsoft/phi-2,past_tense,mid,18,10,0.0,0.9,0.9
microsoft/phi-2,past_tense,mid,20,10,0.0,0.9,0.9
microsoft/phi-2,plural,early,0,13,0.0,1.0,1.0
microsoft/phi-2,plural,early,2,13,0.0,1.0,1.0
microsoft/phi-2,plural,early,4,13,0.0,1.0,1.0
microsoft/phi-2,plural,early,6,13,0.0,1.0,1.0
microsoft/phi-2,plural,early,8,13,0.0,1.0,1.0
microsoft/phi-2,plural,early,10,13,0.0,1.0,1.0
microsoft/phi-2,plural,late,22,13,0.07692307692307693,0.9230769230769231,0.9230769230769231
microsoft/phi-2,plural,late,24,13,0.5384615384615384,0.23076923076923078,0.23076923076923078
microsoft/phi-2,plural,late,26,13,0.8461538461538461,0.0,0.0
microsoft/phi-2,plural,late,28,13,1.0,0.0,0.0
microsoft/phi-2,plural,late,30,13,1.0,0.0,0.0
microsoft/phi-2,plural,mid,12,13,0.0,1.0,1.0
microsoft/phi-2,plural,mid,14,13,0.0,1.0,1.0
microsoft/phi-2,plural,mid,16,13,0.0,1.0,1.0
microsoft/phi-2,plural,mid,18,13,0.0,1.0,1.0
microsoft/phi-2,plural,mid,20,13,0.0,1.0,1.0
microsoft/phi-2,present_participle,early,0,10,0.0,1.0,1.0
microsoft/phi-2,present_participle,early,2,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,early,4,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,early,6,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,early,8,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,early,10,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,late,22,10,0.0,0.8,0.8
microsoft/phi-2,present_participle,late,24,10,0.4,0.3,0.3
microsoft/phi-2,present_participle,late,26,10,0.6,0.1,0.1
microsoft/phi-2,present_participle,late,28,10,1.0,0.0,0.0
microsoft/phi-2,present_participle,late,30,10,1.0,0.0,0.0
microsoft/phi-2,present_participle,mid,12,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,mid,14,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,mid,16,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,mid,18,10,0.0,0.9,0.9
microsoft/phi-2,present_participle,mid,20,10,0.0,0.9,0.9
microsoft/phi-2,symbol,early,0,6,0.0,1.0,1.0
microsoft/phi-2,symbol,early,2,6,0.0,1.0,1.0
microsoft/phi-2,symbol,early,4,6,0.0,1.0,1.0
microsoft/phi-2,symbol,early,6,6,0.0,1.0,1.0
microsoft/phi-2,symbol,early,8,6,0.0,1.0,1.0
microsoft/phi-2,symbol,early,10,6,0.0,1.0,1.0
microsoft/phi-2,symbol,late,22,6,0.16666666666666666,1.0,1.0
microsoft/phi-2,symbol,late,24,6,0.6666666666666666,0.0,0.0
microsoft/phi-2,symbol,late,26,6,0.8333333333333334,0.0,0.0
microsoft/phi-2,symbol,late,28,6,1.0,0.0,0.0
microsoft/phi-2,symbol,late,30,6,1.0,0.0,0.0
microsoft/phi-2,symbol,mid,12,6,0.0,1.0,1.0
microsoft/phi-2,symbol,mid,14,6,0.0,1.0,1.0
microsoft/phi-2,symbol,mid,16,6,0.0,1.0,1.0
microsoft/phi-2,symbol,mid,18,6,0.0,1.0,1.0
microsoft/phi-2,symbol,mid,20,6,0.0,1.0,1.0
